State,Year,Mo,Day,Victim,County,Race,Sex,Mob,Offense,Note,2nd Name,3rd Name,Comments,Source
GA,1907,10,27,John Walker,Houston ,Blk,Male,,Attempted murder,,John Wilkes,,,
GA,1909,7,30,Simeon Anderson,Houston ,Blk,Male,,Peeping into window,,,,,
GA,1913,7,27,John Shake,Houston ,Blk,Male,,Robbery,,,,,
GA,1923,8,17,Lee Green,Houston ,Blk,Male,,Assault (rape),,,,,
GA,1893,8,11,Dug Hastleton,Indeterminant,Blk,Male,,Attm. Assault on woman,Uncertain,,,,
GA,1895,8,12,John Harris,Indeterminant,Blk,Male,,Rape & murder,,Wm. Harris,,,
GA,1911,10,5,Unnamed Negro,Indeterminant,Blk,Male,,Attempted rape,,,,,
GA,1912,3,21,Homer Howell,Indeterminant,Blk,Male,,Murder,,Homer Burk,,,
GA,1912,4,25,Henry Etheridge,Indeterminant,Blk,Male,,Colonizing Negroes,,,,,
GA,1918,5,17,Unnamed person,Indeterminant,Unk,Unk,,Complicity in murder,,,,,
GA,1889,6,26,Unnamed Negro,Irwin ,Blk,Male,,Attempted rape,,,,,
GA,1930,2,1,Jimmy Irvine,Irwin ,Blk,Male,,Rape & murder,,,,,
GA,1898,12,25,Jeff Bolden,Jackson ,Blk,Male,,Attempted murder,,Jeff Bolton,,,
GA,1885,7,31,John Hopkins,Jasper ,Blk,Male,,Murder,,Jack Hopkins,,,
GA,1894,11,8,Lee Lawrence,Jasper ,Blk,Male,,Rape,,,,,
GA,1898,11,22,Edward  Merriwither,Jasper ,Blk,Male,,Murder,,Edward Merriweather,,,
GA,1898,12,6,Jacob Glover,Jasper ,Blk,Male,,Murder,,Jake Glover,,,
GA,1902,8,30,John Brown,Jasper ,Blk,Male,,Attempted rape,,Lee Greer,,,
GA,1911,6,18,Lawrence Cranford,Jasper ,Wht,Male,,Rape,Uncertain,,,,
GA,1915,1,14,Eula Barber,Jasper ,Blk,Fe,,Assault,,Eula Charles Barker,,,
GA,1915,1,14,Ella Barber,Jasper ,Blk,Fe,,Assault,,Ella Barker,,,
GA,1915,1,14,Jesse Barber,Jasper ,Blk,Male,,Assault,,Jesse Barker,,,
GA,1915,1,14,Dan Barber,Jasper ,Blk,Male,,Assault       ,,Daniel Barker ,Samuel Barker,,
GA,1919,10,7,Eugene Hamilton,Jasper ,Blk,Male,,Attempted murder,,,,,
GA,1908,8,25,Vince Williams,Jefferson ,Blk,Male,,Murder,,Vance Williams,,,
GA,1911,1,23,Wm. Johnson,Jefferson ,Blk,Male,,Murder,,,,,
GA,1919,4,13,"Joe Ruffin,Jr.",Jenkins ,Blk,Male,,Complicity in murder,,,,,
GA,1919,4,13,Wm. William,Jenkins ,Blk,Male,,Complicity in murder,,,,,
GA,1919,4,13,Andrew Ruffin,Jenkins ,Blk,Male,,Complicity in murder ,,,,,
GA,1882,9,20,Augustus Knight,Johnson ,Blk,Male,,Rape,Uncertain,,,,
GA,1890,3,22,Sim Martin,Johnson ,Blk,Male,,Murder,,Tim Martin,Sim Bell,,
GA,1903,2,6,Lee Hall,Johnson ,Blk,Male,,Murder,,Lee Hill,,,
GA,1906,11,5,William Newsome,Johnson ,Blk,Male,,Murder,,,,,
GA,1919,5,15,James Waters,Johnson ,Blk,Male,,Assault (rape),,Jim Walters,,,
GA,1922,9,28,James Johnson,Johnson ,Blk,Male,,Assault (rape),,Jim Johnston,,,
GA,1915,7,4,Alonzo Green,Jones ,Blk,Male,,Complicity in murder,,,,,
GA,1915,7,4,Son of A. Green,Jones ,Blk,Male,,Complicity in murder,,,,,
GA,1915,7,4,Earl Palmer,Jones ,Blk,Male,,Complicity in murder,,Wm. Bostick,,,
GA,1918,9,3,John Gilham,Jones ,Blk,Male,,Attempted rape,,John Thomas,,,
GA,1888,1,11,Henry Burney,Laurens ,Blk,Male,,Robbery,,,,,
GA,1891,9,27,Unnamed Negro,Laurens ,Blk,Male,,Assault,,,,,
GA,1894,6,3,Gus Thompson,Laurens ,Blk,Male,,Attempted rape,,,,,
GA,1897,8,22,Andrew Green,Laurens ,Blk,Male,,Murder,,,,,
GA,1911,2,5,Pearly Kurtz,Laurens ,Blk,Male,,Attempted murder,Uncertain,Pearly Kartz,,,
GA,1919,8,28,Eli Cooper,Laurens ,Blk,Male,,Incendiarism,,,,,
GA,1899,2,11,George Bivens,Lee ,Blk,Male,,Rape,,,,,
GA,1899,2,11,Wm. Holt,Lee ,Blk,Male,,Rape,,,,,
GA,1899,2,11,George Fort,Lee ,Blk,Male,,Rape,,George Foot,,,
GA,1899,4,27,Alfred Thurman,Lee ,Blk,Male,Blk,Informer,,,,,
GA,1899,7,24,Unnamed Negro,Lee ,Blk,Male,,Robbery & rape,Uncertain,,,,
GA,1916,1,20,Felix Lake,Lee ,Blk,Male,,Murder,,,,,
GA,1916,1,20,Frank Lake,Lee ,Blk,Male,,Murder,,,,,
GA,1916,1,20,Dewey Lake,Lee ,Blk,Male,,Murder,,,,,
GA,1916,1,20,Major Lake,Lee ,Blk,Male,,Murder,,,,,
GA,1916,1,20,John Seymour,Lee ,Blk,Male,,Murder    ,,Rodius Semore,Rodius Lake,,
GA,1919,12,21,Charles West,Lee ,Blk,Male,,Murder,,Johnny Webb,,,
GA,1892,8,23,Benjamin Howard,Liberty ,Blk,Male,,Shooting man,,,,,
GA,1922,7,1,James Harvey,Liberty ,Blk,Male,,Criminal assault (rape),,,,,
GA,1922,7,1,Joseph Jordan,Liberty ,Blk,Male,,Criminal assault (rape),,,,,
GA,1889,11,13,John Anthony,Lincoln ,Blk,Male,,Attempted rape,,,,,
GA,1896,7,1,Unnamed Negro,Lincoln ,Blk,Male,,Rape,,,,,
GA,1909,5,24,Albert Aiken,Lincoln ,Blk,Male,,Murderous assault,,,,,
GA,1919,10,5,Mose Martin,Lincoln ,Blk,Male,,Praised murderer,,,,,
GA,1919,10,6,Wm. Brown,Lincoln ,Blk,Male,,Accomplice in murder,,,,,
GA,1919,10,6,Jack Gordon,Lincoln ,Blk,Male,,Murder,,,,,
GA,1890,10,30,Will Lowe,Lowndes ,Blk,Male,,Attempted rape,,— Paltro,— Polasco,,
GA,1894,9,18,Dave Goosby,Lowndes ,Blk,Male,,Rape & murder,,,,,
GA,1915,4,16,Ceasar Sheffield,Lowndes ,Blk,Male,,Burglary,Uncertain,,,,
GA,1916,8,18,— Lewis,Lowndes ,Blk,Male,,Intent to murder,Uncertain,,,,
GA,1918,5,19,Mary Turner,Lowndes ,Blk,Fe,,Unwise remarks,,,,,
GA,1918,5,17,Wm. Head,Lowndes ,Blk,Male,,Complicity in murder,,,,,
GA,1910,11,7,John Walker,Macon ,Blk,Male,,Murder,,Wm. Barnes,,,
GA,1912,10,5,Babe Yarbrough,Macon ,Blk,Male,,Attempted rape,,,,,
GA,1889,11,15,Tom Moss,Madison ,Blk,Male,Blk,Race troubles,,Jim Morse,,,
GA,1907,7,1,George Herbert,Madison ,Blk,Male,,Murderous assault,Uncertain,,,,
GA,1910,9,1,— Oglesby,Madison ,Blk,Male,,Attempted burglary,Uncertain,,,,
GA,1919,10,16,Unnamed Negro,Marion ,Blk,Unk,,Unknown,Uncertain,,,,
GA,1919,10,16,Unnamed Negro,Marion ,Blk,Unk,,Unknown,Uncertain,,,,
GA,1888,6,3,Allen Sturgis,McDuffie ,Blk,Male,,Burglary,,,,,
GA,1907,5,6,Charles Harris,McDuffie ,Blk,Male,,Murderous assault,,,,,
GA,1930,9,8,George Grant,McIntosh ,Blk,Male,,Murder,,,,,
GA,1887,1,14,Samuel —,Meriwether ,Blk,Male,,Attempted rape,,,,,
GA,1911,10,19,Jerry Lovelace,Meriwether ,Blk,Male,,Assault,,Terry Lovelace,,,
GA,1913,8,25,Virgil Swanson,Meriwether ,Blk,Male,,Aided murderer,,,,,
GA,1924,4,3,Beach Thrash,Meriwether ,Blk,Male,,Murder,,,,,
GA,1883,8,29,Frank Fountain,Miller,Blk,Male,,Attempted rape,,,,,
GA,1922,7,14,Jake Davis,Miller,Blk,Male,,Miscegenation,,"""Shake"" Davis",Jacob Davis,,
GA,1883,8,14,Joseph Fulford,Miller ,Wht,Male,,Murder        ,,James Fulford ,Joe Tulford,,
GA,1883,8,14,Harry Bradley,Miller ,Blk,Male,,Murder,,,,,
GA,1883,8,14,Reuben Robinson,Miller ,Blk,Male,,Murder,,,,,
GA,1883,8,26,Lewis Warren,Miller ,Blk,Male,,Attempted rape,,Lewis Warner,,,
GA,1888,9,4,Sam Long,Miller ,Blk,Male,,Rape,,Tom Reese,,,
GA,1894,5,21,Unnamed Negro,Miller ,Blk,Male,,Attempted rape,,,,,
GA,1918,8,11,Ike Harden,Miller ,Blk,Male,,Rape,,Isaac Rainey,Ike Radney,,
GA,1894,6,25,Fayette Franklin,Mitchell ,Blk,Male,,Assault (rape),,,,,
GA,1906,11,8,Meta Hicks,Mitchell ,Blk,Fe,,Wife of murderer,Uncertain,,,,
GA,1906,11,8,Jett Hicks,Mitchell ,Blk,Male,,Murder,,J. T. Hicks,,,
GA,1911,7,11,Will McGriff,Mitchell ,Blk,Male,,Murder,,,,,
GA,1917,3,28,Joe Nowling,Mitchell ,Blk,Male,,Unknown,Uncertain,,,,
GA,1917,11,17,Collins Johnson,Mitchell ,Blk,Male,,Disputed men,,,,,
GA,1917,11,17, D. C. Johnson,Mitchell ,Blk,Male,,Disputed men,,,,,
GA,1920,11,24,Curley McKelvey,Mitchell ,Blk,Male,,Murder,,,,,
GA,1921,1,2,James Roland,Mitchell ,Blk,Male,,Attempted murder,,,,,
GA,1892,6,8,Anderson Moreland,Monroe ,Blk,Male,Blk,Criminal assault (rape),Uncertain,,,,
GA,1892,8,30,John Jossey,Monroe ,Blk,Male,Blk,Assault (rape),,John Jessey,,,
GA,1894,6,16,Owen Ogletree,Monroe ,Blk,Male,,Attempted rape,,Owen Opietress,,,
GA,1895,3,13,Amos Gibson,Monroe ,Blk,Male,,Assaulted woman (rape),,Armor Gobson,,,
GA,1906,9,10,Charles Fuller,Monroe ,Blk,Male,,Attempted rape,,Charles Miller,,,
GA,1922,8,1,John Glover,Monroe ,Blk,Male,,Murder,,"""Cocky"" Grover",,,
GA,1895,11,22,T. W. Perdue,Montgomery ,Wht,Male,,Assault (rape),,L. W. Perdue,,,
GA,1895,6,14,George Harris,Montgomery ,Blk,Male,,Frightened woman,,,,,
GA,1901,7,25,Frank Earle,Montgomery ,Blk,Male,,Robbery,,,,,
GA,1909,8,27,John Sweeney,Montgomery ,Blk,Male,,Complicity in murder,,,,,
GA,1910,8,11,Jim Toler,Montgomery ,Blk,Male,,Entered girl's room,,James Tabor,,,
GA,1930,7,29,S. S. Mincey,Montgomery ,Blk,Male,,Race hatred,,,,,
GA,1890,2,27,Brown Washington,Morgan ,Blk,Male,,Rape & murder,,Washington Brown,,,
GA,1919,11,19,Wallace Baynes,Morgan ,Blk,Male,,Murder,,Wallace Hayes,,,
GA,1889,9,29,John Duncan,Murray ,Blk,Male,,Lived with white woman,,,,,
GA,1896,6,1,Jesse Slayton,Muscogee ,Blk,Male,,Rape,,Jessee Clayton,,,
GA,1896,6,1,Wm. Miles,Muscogee ,Blk,Male,,Rape,,,,,
GA,1900,6,8,Simon Adams,Muscogee ,Blk,Male,,Entered girl's room,Uncertain,,,,
GA,1912,8,13,T. Z. McElhenny,Muscogee ,Blk,Male,,Murder,,T. E. Cotton,,,
GA,1926,10,30,Joe Lockhart,Muscogee ,Blk,Male,,Criminal assault (rape),,,,,
GA,1889,7,22,Van Malone,Newton ,Blk,Male,,Attempted rape,,Dan Malone,,,
GA,1905,6,29,Lon J. Aycock,Oconee ,Wht,Male,,Murder,,,,,
GA,1905,6,29,Sandy Price,Oconee ,Blk,Male,,Attempted rape,,,,,
GA,1905,6,29,Gene Yerby,Oconee ,Blk,Male,,Burglary,,Gene Yerley,,,
GA,1905,6,29,Richard Robinson,Oconee ,Blk,Male,,Murder,,,,,
GA,1905,6,29,Lewis Robinson,Oconee ,Blk,Male,,Murder,,,,,
GA,1905,6,29,Claude Elder,Oconee ,Blk,Male,,Murder,,,,,
GA,1905,6,29,Richard Allen,Oconee ,Blk,Male,,Murder,,,,,
GA,1905,6,29,Robert Harris,Oconee ,Blk,Male,,Murderous assault,,,,,
GA,1921,2,16,JohnLee Eberhardt,Oconee ,Blk,Male,,Murder,,,,,
GA,1921,12,4,George Lowe,Oconee ,Blk,Male,,Aided escape,,Roy Grove,,,
GA,1921,12,4,West Hale,Oconee ,Blk,Male,,Aided escape,,,,,
GA,1887,7,9,Ross Griffith,Oglethorpe ,Blk,Male,,Attempted rape,,,,,
GA,1894,2,9,Robert Collins,Oglethorpe ,Blk,Male,,Enticement,,,,,
GA,1919,9,10,Obe Cox,Oglethorpe ,Blk,Male,,Rape & murder,,Abe Cox,,,
GA,1891,7,7,Robert Brown,Pierce ,Blk,Male,,Assault (rape),,Calvin Brown,Roler Brown,,
GA,1892,.,.,Daniel Lewis,Pierce ,Blk,Male,,Rape,,,,,
GA,1892,.,.,James Taylor,Pierce ,Blk,Male,,Rape,,,,,
GA,1893,8,9,Jack Chambers,Pierce ,Blk,Male,,Rape,,John Chambers,,,
GA,1894,6,12,Unnamed Negro,Pierce ,Blk,Male,,Assault (rape),,,,,
GA,1918,9,24,Sandy Reaves,Pierce ,Blk,Male,,Assault (rape),,,,,
GA,1893,12,1,Lucius Holt,Pike ,Blk,Male,,Murder,,,,,
GA,1900,6,25,Jordan Hines,Pike ,Blk,Male,,Unknown,,,,,
GA,1904,12,29,Herbert Simmons,Pike ,Blk,Male,,Murder,,,,,
GA,1918,5,24,John Calhoun,Pike ,Blk,Male,,Murder,Uncertain,,,,
GA,1904,8,22,James Glover,Polk ,Blk,Male,,Rape,,,,,
GA,1888,10,14,Wm. Johnson,Pulaski ,Blk,Male,,Rape,,,,,
GA,1890,10,31,Owen Jones,Pulaski ,Blk,Male,,Rape,,,,,
GA,1908,1,8,Henry Coley,Pulaski ,Blk,Male,,Murderous assault,,Thomas Coley,,,
GA,1908,1,8,Abe Webb,Pulaski ,Blk,Male,,Murderous assault,,Isaac Webb,,,
GA,1908,3,5,Curry Robertson,Pulaski ,Blk,Male,,Murder,,Robertson Curry,,,
GA,1908,3,5,John Henry,Pulaski ,Blk,Male,,Murder,,,,,
GA,1909,12,1,John Harvard,Pulaski ,Blk,Male,,Murder,,,,,
GA,1901,6,28,Billie Magruder,Quitman ,Blk,Male,,Tried to enter girl's room,,,,,
GA,1885,8,9,Henry Davis,Randolph ,Blk,Male,,Rape,,,,,
GA,1901,3,12,Sherman Harris,Randolph ,Blk,Male,,Murder,,,,,
GA,1909,6,24,Albert Reese,Randolph ,Blk,Male,,Murderous assault,,,,,
GA,1916,9,20,Peter Hudson,Randolph ,Blk,Male,,Murder,,,,,
GA,1916,9,20,Elijah Sturgis,Randolph ,Blk,Male,,Unknown,Uncertain,,,,
GA,1900,5,14,Wm. B. Willis,Richmond ,Blk,Male,,Murder,,Wm. W. Wilson,,,
GA,1921,8,16,Walker Smalley,Richmond ,Blk,Male,,Murder,,Walter Smalley,,,
GA,1911,4,8,Dawson Jordon,Schley ,Blk,Male,,Murder,,,,,
GA,1911,4,8,Charles Pickett,Schley ,Blk,Male,,Murder,,,,,
GA,1911,4,8,Murray Burton,Schley ,Blk,Male,,Murder,,,,,
GA,1922,2,13,Wm. Jones,Schley ,Blk,Male,,Attempted murder,Uncertain,,,,
GA,1886,10,4,Thomas Israel,Screven ,Blk,Male,,Rape,,,,,
GA,1910,7,18,Evan Roberts,Screven ,Blk,Male,,Assault (rape),,Evans Ralent,,,
GA,1925,3,2,Robert Smith,Screven ,Blk,Male,,Assault (rape),,,,,
GA,1896,10,15,Henry Milner,Spalding ,Blk,Male,,Assault (rape),,,,,
GA,1897,7,22,Oscar Williams,Spalding ,Blk,Male,,Assault (rape),,,,,
GA,1898,8,8,John Meadows,Spalding ,Blk,Male,,Attempted rape,,,,,
GA,1898,9,10,George Burden,Spalding ,Blk,Male,,Attempted rape,,George Burton,,,
GA,1903,2,24,Wm. Fambro,Spalding ,Blk,Male,,Insulted woman,,,,,
GA,1924,6,23,Penny Westmoreland,Spalding ,Blk,Fe,,Unknown,,,,,
GA,1924,6,23,Marcus Westmoreland,Spalding ,Blk,Male,,Unknown,,,,,
GA,1915,6,14,Samuel Stephens,Stephens ,Blk,Male,,Assault (rape),,Samuel Hevens,,,
GA,1898,8,20,Unnamed Negro,Sumter ,Blk,Male,,Murder,,,,,
GA,1913,6,21,Wm. Redding,Sumter ,Blk,Male,,Shooting officer,,,,,
GA,1904,9,20,Jack Troy,Talbot ,Blk,Male,,Race hatred,Uncertain,,,,
GA,1904,9,20,Edward Martin,Talbot ,Blk,Male,,Race hatred       ,Uncertain,Ed Marshall,,,
GA,1909,6,19,Joseph Hardy,Talbot ,Blk,Male,,Incendiarism,,,,,
GA,1909,6,22,Wm. Carroker,Talbot ,Blk,Male,,Murder,,Wm. Cornaker,,,
GA,1921,1,6,Samuel Williams,Talbot ,Blk,Male,,Unknown,Uncertain,,,,
GA,1911,5,22,Joseph Moore,Taliaferro ,Blk,Male,,Murder,,,,,
GA,1918,3,22,Spencer Evans,Taliaferro ,Blk,Male,,Rape,,Charles S. Evans,,,
GA,1907,5,21,Son of S. Padgett,Tattnall,Blk,Male,,Race hatred,,,,,
GA,1886,7,25,Mary Hollenbeck,Tattnall ,Blk,Fe,,Murder,,,,,
GA,1894,3,5,Sylvester Rhodes,Tattnall ,Blk,Male,,Murder,,,,,
GA,1907,5,21,Daughter of S. Padgett,Tattnall ,Blk,Fe,,Race hatred,Uncertain,,,,
GA,1907,5,21,Wife of S. Padgett,Tattnall ,Blk,Fe,,Race hatred,,,,,
GA,1907,5,21,Sim Padgett,Tattnall ,Blk,Male,,Aiding criminal,Uncertain,,,,
GA,1919,5,.,Berry Washington,Telfair ,Blk,Male,,Murder,,Wash born,,,
GA,1890,11,18,John Simmons,Thomas ,Blk,Male,,Attempted rape,,,,,
GA,1891,11,1,Larkin Nix,Thomas ,Wht,Male,,Murder,,,,,
GA,1900,6,11,Renny Jefferson,Thomas ,Blk,Male,,Attempted rape,,Senny Jefferson,,,
GA,1902,4,15,Henry Young,Thomas ,Blk,Male,,Unknown,,Harry Young,,,
GA,1917,3,1,Linton Clinton,Thomas ,Blk,Male,,Attempted rape,,,,,
GA,1920,11,30,Unnamed Negro,Thomas ,Blk,Male,,Assault (rape),,,,,
GA,1930,9,25,Wm. Kirkland,Thomas ,Blk,Male,,Assault (rape),,,,,
GA,1908,8,9,Charles Lokie,Tift ,Blk,Male,,Insulted white woman,,,,,
GA,1908,7,28,Alonzo Williams,Toombs ,Blk,Male,,Assault (rape),,,,,
GA,1910,3,1,Will Williamson,Toombs ,Blk,Male,,Attempted rape,Uncertain,,,,
GA,1912,2,6,Homer Stewart,Toombs ,Blk,Male,Blk,Murder,,,,,
GA,1926,7,5,Willie Wilson,Toombs ,Wht,Male,,Unknown,,,,,
GA,1884,7,11,Willis Hardin,Troup ,Blk,Male,,Rape,,Wesley Harden,Willis Hodnett,,
GA,1884,7,18,Samuel Gibson,Troup ,Blk,Male,Blk,Incest,,,,,
GA,1913,5,12,Samuel Owensby,Troup ,Blk,Male,,Murder,,,,,
GA,1910,4,14,Albert Royal,Turner ,Blk,Male,,Suing white man,,,,,
GA,1910,4,14,Charles Jackson,Turner ,Blk,Male,,Testifying,,,,,
GA,1897,1,22,"Charles Forsyth, Jr.",Twiggs ,Blk,Male,,Murder,,Charles Forsythe,,,
GA,1897,1,22,Willis White,Twiggs ,Blk,Male,,Murder,,Wm. White,,,
GA,1899,10,26,John Goolsby,Twiggs ,Blk,Male,,Murder,,John Goosby,,,
GA,1916,2,12,Marvin Harris,Twiggs ,Blk,Male,,Murder,,,,,
GA,1884,2,3,Jeff Rogers,Walker ,Blk,Male,,Rape,,,,,
GA,1916,9,20,Henry White,Walker ,Blk,Male,,Attempted rape,,,,,
GA,1890,7,9,James Harmon,Walton ,Blk,Male,,Attempted rape,Uncertain,,,,
GA,1911,6,27,Joe Watts,Walton ,Blk,Male,,Acted suspiciously,,Foser Watts,,,
GA,1911,6,27,Thomas Allen,Walton ,Blk,Male,,Criminal assault (rape),,,,,
GA,1913,11,21,General Boyd,Walton ,Blk,Male,,Being in girl's room,,,,,
GA,1886,9,9,Unnamed Negro,Ware ,Blk,Male,,Attempted rape,Uncertain,,,,
GA,1891,12,13,Welcome Golding,Ware ,Blk,Male,,Rioting,,,,,
GA,1891,12,13,Robert Knight,Ware ,Blk,Male,,Rioting,,,,,
GA,1895,9,2,Wesley Weaver,Ware ,Blk,Male,,Attempted rape,,,,,
GA,1908,6,27,Walter Wilkins,Ware ,Blk,Male,,Rape,,,,,
GA,1908,6,27,Albert Baker,Ware ,Blk,Male,,Rape,,,,,
GA,1911,2,25,Charlie Jones,Warren ,Blk,Male,,Murder,,Robert Jones,,,
GA,1911,2,25,John Veazey,Warren ,Blk,Male,,Murder,,John Vease,,,
GA,1919,5,2,Denny Richards,Warren ,Blk,Male,,Murder,,Denny Brown,,,
GA,1916,10,7,Charles Smith,Washington ,Blk,Male,,Wounded deputy,,,,,
GA,1922,5,18,Charlie Atkins,Washington ,Blk,Male,,Murder,,,,,
GA,1888,10,15,Lewis Edwards,Wayne ,Blk,Male,,Murder,,,,,
GA,1889,12,25,Peter Jackson,Wayne ,Blk,Male,,Race hatred,,,,,
GA,1889,12,25,Wm. Hopps,Wayne ,Blk,Male,,Race hatred,,,,,
GA,1891,8,26,Will Sutton,Wayne ,Blk,Male,,Attempted rape,,Wm. Owens,,,
GA,1908,6,27,Unnamed Negro,Wayne ,Blk,Male,,Complicity in rape,,,,,
GA,1922,5,28,Wm. Byrd,Wayne ,Blk,Male,,Murder,,,,,
GA,1903,5,29,Benjamin Gorman,Webster ,Blk,Male,,Murder,,,,,
GA,1888,3,9,Wm. Thomas,Whitfield ,Blk,Male,,Attempted rape,,,,,
GA,1889,7,10,Martin Love,Whitfield ,Blk,Male,,Attempted rape,,,,,
GA,1892,7,28,Lee McDaniel,Whitfield ,Blk,Male,,Attempted rape,,Lee McDaniels,,,
GA,1892,10,23,Jack Wilson,Whitfield ,Blk,Male,,Voted Democratic,,James Wilson,,,
GA,1907,7,1,"""Dock"" Posey",Whitfield ,Wht,Male,,Rape,,,,,
GA,1891,2,25,Allen West,Wilcox ,Blk,Male,,Assault (rape),,,,,
GA,1904,8,29,— Scott,Wilcox ,Blk,Male,,Murder,,,,,
GA,1912,6,13,Unnamed Negro,Wilcox ,Blk,Male,,Murderous assault,,,,,
GA,1914,9,26,Nathan Brown,Wilcox ,Blk,Male,,Murder,,,,,
GA,1919,8,14,James Grant,Wilcox ,Blk,Male,,Murderous assault,,,,,
GA,1888,5,6,Dan Sales,Wilkes ,Blk,Male,,Attempted rape,,David Sale,,,
GA,1888,11,27,Tom Smith,Wilkes ,Blk,Male,,Insurrection,,Timothy Smith,,,
GA,1888,11,27,John Coleman,Wilkes ,Blk,Male,,Insurrection,,,,,
GA,1901,11,1,Theo Booth,Wilkinson ,Blk,Male,,Attempted rape,,,,,
GA,1911,10,7,Andrew Chapman,Wilkinson ,Blk,Male,,Attempted rape,,,,,
GA,1919,11,30,Jack Ridicer,Wilkinson ,Blk,Male,,Shot man,,,,,
GA,1925,9,20,Willie Dixon,Wilkinson ,Blk,Male,,Murder,,Willie Sims,,,
GA,1888,6,26,Ned Clark,Worth ,Blk,Male,,Attempted rape,,Edward Clark,,,
GA,1899,9,14,Ed Henderson,Worth ,Blk,Male,,Assault (rape),,,,,
KY,1892,5,31,Wick Willis,Adair,Blk,Male,,Attempted rape,,Heck Willis,,,
KY,1894,7,16,Marion Howard,Allen,Blk,Male,,Criminal assault (rape),,,,,
KY,1891,7,20,Sam Pulliam,Anderson,Blk,Male,,Rape,,Sam Pullman,Sam Pulhani,,
KY,1901,9,12,Frank Howard,Ballard,Blk,Male,Blk,Murder,,,,,
KY,1901,9,12,Samuel Feed,Ballard,Blk,Male,Blk,Murder,,Samuel Reed,,,
KY,1901,9,12,Ernest Harris,Ballard,Blk,Male,Blk,Murder,,Ernest Harrison,,,
KY,1903,10,16,Thomas Hall,Ballard,Blk,Male,,Shooting boy,,,,,
KY,1915,1,12,Peter Hart,Ballard,Blk,Male,,Race prejudice ,,Pedro Molinndro,Pedro Molfundro,,
KY,1898,6,16,Caleb Gaines,Barren,Blk,Male,,Attempted rape,,Gams Calls,,,
KY,1889,6,22,Tony Cravasso,Bell,Wht,Male,,Murder,,,,,
KY,1889,6,22,— Cravasso (brother),Bell,Wht,Male,,Murder,,,,,
KY,1891,7,17,Frank Rossimus,Bell,Wht,Male,,Attempted murder,,,,,
KY,1897,4,12,Wilber Boyden,Bell,Unk,Male,,Murder ,Uncertain,Wm. Brayden,,,
KY,1898,12,14,Pleas Goin,Bell,Wht,Male,,Murder,,,,,
KY,1884,5,4,Charles Dickerson,Boone,Blk,Male,,Burglary,,,,,
KY,1885,9,11,Sam Scales,Boone,Wht,Male,,Rape,,Richard Scales,,,
KY,1894,7,17,Louis Laferdetta,Boone,Wht,Male,,Murder,,Louis Lafardette,,,
KY,1889,7,26,James Kelly,Bourbon,Blk,Male,,Rape,,,,,
KY,1901,2,11,George Carter,Bourbon,Blk,Male,,Attempted rape,,,,,
KY,1882,6,3,George Ellis,Boyd,Wht,Male,,Rape & murder,,,,,
KY,1884,4,9,Henry Kilburn,Breathitt,Wht,Male,,Murder,Uncertain,,,,
KY,1884,4,9,Wm. Strong,Breathitt,Wht,Male,,Murder,Uncertain,— String,,,
KY,1929,12,25,Chester Fugate,Breathitt,Wht,Male,,Murder,,,,,
KY,1890,6,24,Henry Watson,Breckinridge,Blk,Male,,Rape,,Henry Watts,,,
KY,1889,6,26,Harry Ardell,Bullitt,Wht,Male,,Murder,,Charles Ardell,Harry Forest,,
KY,1890,10,1,Ernest Humphreys,Caldwell,Blk,Male,,Murder,,,,,
KY,1895,7,8,Hewlett Howton,Caldwell,Unk,Male,,Arson,,,,,
KY,1896,9,10,Thomas White,Caldwell,Blk,Male,,Unknown,,,,,
KY,1915,6,4,Arthur Bell,Caldwell,Blk,Male,,Burglary,,,,,
KY,1893,7,7,Seay J. Miller,Carlisle,Blk,Male,,Rape & murder,,Charles F. Miller,,,
KY,1892,6,6,Austin Porter,Carter,Wht,Male,,Murder,,,,,
KY,1882,4,27,Wm. Courts,Christian,Wht,Male,,Murder,,,,,
KY,1882,4,27,Bradford Courts,Christian,Wht,Male,,Murder,,,,,
KY,1882,8,2,Richard Speakman,Christian,Wht,Male,,Rape,,Richard Spearman,,,
KY,1888,3,14,John Henry Skinner,Christian,Blk,Male,,Attempted murder,,John Cox,John Reynolds,,
KY,1894,10,14,Willis Griffey,Christian,Blk,Male,,Assault (rape),,,,,
KY,1909,4,9,Bennie Brame,Christian,Blk,Male,,Attempted rape,,Booker Brame,,,
KY,1882,8,2,Bishop Emberton,Christian ,Wht,Male,,Rape,,Bish Emberton,,,
KY,1895,7,16,Robert Haggard,Clark,Blk,Male,,Attempted rape,, Robert Huggard,,,
KY,1894,10,1,Berry Rich,Crittenden,Unk,Male,,Arson & theft,,,,,
KY,1894,10,30,Edward Martin,Crittenden,Unk,Male,,Arson & theft,,,,,
KY,1894,11,4,Gabe Nalls,Crittenden,Unk,Male,,Arson & theft,,,,,
KY,1894,11,4,Ulysses Nalls,Crittenden,Unk,Male,,Arson & theft,,,,,
KY,1895,5,16,John M. Howardton,Crittenden,Wht,Male,,Criminal assault (rape),,John Howerton,John Howeston,,
KY,1898,10,21,Arch Baun,Cumberland,Blk,Male,,Murderous assault,,Arch Bauer,,,
KY,1884,7,14,W.J. Lucas,Daviess,Wht,Male,,Resisted mob,,,,,
